F_One_Name	Parent_A	Parent_A_Score	Parent_B	Parent_B_Score	TotalMarkers	Polymorphic	Call_Hetero	Call_ParentA	Call_ParentB	Call_Missing	Percentage_Het	Comment
ICMX 2010795:4	ICMS 8511 S1-17-2-1-1-4-1-B-3-2-3-2-B-1-1-B	na	ICMR 102624	99.17	30	na	3	na	3	23	42.86	failedF1
ICMX 2010795:5	ICMS 8511 S1-17-2-1-1-4-1-B-3-2-3-2-B-1-1-B	na	ICMR 102624	99.17	30	na	2	na	6	22	25.0	failedF1
ICMX 2010795:6	ICMS 8511 S1-17-2-1-1-4-1-B-3-2-3-2-B-1-1-B	na	ICMR 102624	99.17	30	na	3	na	6	21	33.33	failedF1
ICMX 2010795:7	ICMS 8511 S1-17-2-1-1-4-1-B-3-2-3-2-B-1-1-B	na	ICMR 102624	99.17	30	na	3	na	4	20	30.0	failedF1
ICMX 2010795:8	ICMS 8511 S1-17-2-1-1-4-1-B-3-2-3-2-B-1-1-B	na	ICMR 102624	99.17	30	na	4	na	6	20	40.0	failedF1
ICMX 2010796:8	ICMR 17222	87.5	ICMR 102624	99.17	30	11	1	1	1	8	9.09	failedF1
ICMX 2010796:9	ICMR 17222	87.5	ICMR 102624	99.17	30	11	1	1	1	8	9.09	failedF1
ICMX 2010796:10	ICMR 17222	87.5	ICMR 102624	99.17	30	11	1	2	0	8	9.09	failedF1
ICMX 2010796:11	ICMR 17222	87.5	ICMR 102624	99.17	30	11	1	2	0	8	9.09	failedF1
ICMX 2010796:12	ICMR 17222	87.5	ICMR 102624	99.17	30	11	1	1	1	8	9.09	failedF1
ICMX 2010796:1	ICMR 17222	87.5	ICMR 102624	99.17	30	11	1	1	1	8	9.09	failedF1
ICMX 2010796:2	ICMR 17222	87.5	ICMR 102624	99.17	30	11	0	2	0	9	0.0	failedF1
ICMX 2010796:3	ICMR 17222	87.5	ICMR 102624	99.17	30	11	0	2	0	9	0.0	failedF1
ICMX 2010796:4	ICMR 17222	87.5	ICMR 102624	99.17	30	11	1	1	1	8	9.09	failedF1
ICMX 2010796:5	ICMR 17222	87.5	ICMR 102624	99.17	30	11	0	2	0	9	0.0	failedF1
ICMX 2010796:6	ICMR 17222	87.5	ICMR 102624	99.17	30	11	1	1	1	8	9.09	failedF1
ICMX 2010796:7	ICMR 17222	87.5	ICMR 102624	99.17	30	11	0	3	0	8	0.0	failedF1
ICMX 2010797:1	ICMR 13999	100.0	AIMP 92901	95.82	30	15	4	0	1	10	26.67	failedF1
ICMX 2010797:2	ICMR 13999	100.0	AIMP 92901	95.82	30	15	4	0	1	10	26.67	failedF1
ICMX 2010797:3	ICMR 13999	100.0	AIMP 92901	95.82	30	15	3	0	2	10	20.0	failedF1
ICMX 2010797:4	ICMR 13999	100.0	AIMP 92901	95.82	30	15	4	0	1	10	26.67	failedF1
ICMX 2010797:5	ICMR 13999	100.0	AIMP 92901	95.82	30	15	1	4	0	10	6.67	failedF1
ICMX 2010797:6	ICMR 13999	100.0	AIMP 92901	95.82	30	15	4	0	1	10	26.67	failedF1
ICMX 2010797:7	ICMR 13999	100.0	AIMP 92901	95.82	30	15	4	0	1	10	26.67	failedF1
ICMX 2010797:8	ICMR 13999	100.0	AIMP 92901	95.82	30	15	0	5	0	10	0.0	failedF1
ICMX 2010797:9	ICMR 13999	100.0	AIMP 92901	95.82	30	15	0	5	0	10	0.0	failedF1
ICMX 2010797:10	ICMR 13999	100.0	AIMP 92901	95.82	30	15	4	0	1	10	26.67	failedF1
ICMX 2010797:11	ICMR 13999	100.0	AIMP 92901	95.82	30	15	4	0	1	10	26.67	failedF1
ICMX 2010798:5	ICMR 19777	100.0	AIMP 92901	95.82	30	11	4	1	0	6	36.36	failedF1
ICMX 2010798:6	ICMR 19777	100.0	AIMP 92901	95.82	30	11	5	1	0	5	45.45	failedF1
ICMX 2010798:7	ICMR 19777	100.0	AIMP 92901	95.82	30	11	5	1	0	5	45.45	failedF1
ICMX 2010798:8	ICMR 19777	100.0	AIMP 92901	95.82	30	11	5	1	0	5	45.45	failedF1
ICMX 2010798:9	ICMR 19777	100.0	AIMP 92901	95.82	30	11	0	6	0	5	0.0	failedF1
ICMX 2010798:10	ICMR 19777	100.0	AIMP 92901	95.82	30	11	5	1	0	5	45.45	failedF1
ICMX 2010798:11	ICMR 19777	100.0	AIMP 92901	95.82	30	11	3	1	0	7	27.27	failedF1
ICMX 2010798:12	ICMR 19777	100.0	AIMP 92901	95.82	30	11	5	1	0	5	45.45	failedF1
ICMX 2010798:1	ICMR 19777	100.0	AIMP 92901	95.82	30	11	3	1	1	6	27.27	failedF1
ICMX 2010798:2	ICMR 19777	100.0	AIMP 92901	95.82	30	11	5	1	0	5	45.45	failedF1
ICMX 2010798:3	ICMR 19777	100.0	AIMP 92901	95.82	30	11	5	1	0	5	45.45	failedF1
ICMX 2010798:4	ICMR 19777	100.0	AIMP 92901	95.82	30	11	0	6	0	5	0.0	failedF1
ICMX 2010799:1	ICMB 101637	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010799:2	ICMB 101637	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010799:3	ICMB 101637	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010799:4	ICMB 101637	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010799:5	ICMB 101637	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010799:6	ICMB 101637	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010799:7	ICMB 101637	na	ICMB 101771	na	30	na	1	na	na	27	33.33	failedF1
ICMX 2010799:8	ICMB 101637	na	ICMB 101771	na	30	na	2	na	na	24	33.33	failedF1
ICMX 2010799:9	ICMB 101637	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010799:10	ICMB 101637	na	ICMB 101771	na	30	na	1	na	na	20	10.0	failedF1
ICMX 2010799:11	ICMB 101637	na	ICMB 101771	na	30	na	4	na	na	22	50.0	failedF1
ICMX 2010800:12	ICMB 101958	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010800:1	ICMB 101958	na	ICMB 101771	na	30	na	4	na	na	21	44.44	failedF1
ICMX 2010800:13	ICMB 101958	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010800:2	ICMB 101958	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010800:3	ICMB 101958	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010800:4	ICMB 101958	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010800:6	ICMB 101958	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010800:7	ICMB 101958	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010800:8	ICMB 101958	na	ICMB 101771	na	30	na	2	na	na	26	50.0	failedF1
ICMX 2010800:9	ICMB 101958	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010800:10	ICMB 101958	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010800:11	ICMB 101958	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010801:11	ICMB 101665	na	ICMB 101771	na	30	na	1	na	na	29	100.0	successfulF1
ICMX 2010801:12	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010801:1	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010801:13	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010801:14	ICMB 101665	na	ICMB 101771	na	30	na	2	na	na	22	25.0	failedF1
ICMX 2010801:3	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010801:4	ICMB 101665	na	ICMB 101771	na	30	na	2	na	na	28	100.0	successfulF1
ICMX 2010801:5	ICMB 101665	na	ICMB 101771	na	30	na	2	na	na	24	33.33	failedF1
ICMX 2010801:6	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010801:7	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010801:8	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010801:9	ICMB 101665	na	ICMB 101771	na	30	na	1	na	na	20	10.0	failedF1
ICMX 2010801:10	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010802:9	ICMB 101963	na	ICMB 101771	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010802:10	ICMB 101963	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010802:11	ICMB 101963	na	ICMB 101771	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010802:12	ICMB 101963	na	ICMB 101771	na	30	na	5	na	na	21	55.56	failedF1
ICMX 2010802:1	ICMB 101963	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010802:13	ICMB 101963	na	ICMB 101771	na	30	na	4	na	na	21	44.44	failedF1
ICMX 2010802:2	ICMB 101963	na	ICMB 101771	na	30	na	4	na	na	21	44.44	failedF1
ICMX 2010802:3	ICMB 101963	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010802:4	ICMB 101963	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010802:5	ICMB 101963	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010802:6	ICMB 101963	na	ICMB 101771	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010802:7	ICMB 101963	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010802:8	ICMB 101963	na	ICMB 101771	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010803:8	ICMB 101600	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010803:1	ICMB 101600	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010803:2	ICMB 101600	na	ICMB 101771	na	30	na	2	na	na	27	66.67	possibleF1
ICMX 2010803:3	ICMB 101600	na	ICMB 101771	na	30	na	4	na	na	21	44.44	failedF1
ICMX 2010803:4	ICMB 101600	na	ICMB 101771	na	30	na	1	na	na	29	100.0	successfulF1
ICMX 2010803:5	ICMB 101600	na	ICMB 101771	na	30	na	4	na	na	25	80.0	possibleF1
ICMX 2010803:6	ICMB 101600	na	ICMB 101771	na	30	na	0	na	na	20	0.0	failedF1
ICMX 2010803:7	ICMB 101600	na	ICMB 101771	na	30	na	4	na	na	24	66.67	possibleF1
ICMX 2010805:12	ICMB 101959	na	ICMB 101793	na	30	na	0	na	na	23	0.0	failedF1
ICMX 2010805:1	ICMB 101959	na	ICMB 101793	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010805:13	ICMB 101959	na	ICMB 101793	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010805:2	ICMB 101959	na	ICMB 101793	na	30	na	1	na	na	20	10.0	failedF1
ICMX 2010805:14	ICMB 101959	na	ICMB 101793	na	30	na	0	na	na	21	0.0	failedF1
ICMX 2010805:3	ICMB 101959	na	ICMB 101793	na	30	na	2	na	na	21	22.22	failedF1
ICMX 2010805:4	ICMB 101959	na	ICMB 101793	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010805:5	ICMB 101959	na	ICMB 101793	na	30	na	1	na	na	24	16.67	failedF1
ICMX 2010805:6	ICMB 101959	na	ICMB 101793	na	30	na	0	na	na	24	0.0	failedF1
ICMX 2010805:8	ICMB 101959	na	ICMB 101793	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010805:9	ICMB 101959	na	ICMB 101793	na	30	na	1	na	na	20	10.0	failedF1
ICMX 2010805:10	ICMB 101959	na	ICMB 101793	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010805:11	ICMB 101959	na	ICMB 101793	na	30	na	1	na	na	20	10.0	failedF1
ICMX 2010806:10	ICMB 101961	na	ICMB 101797	na	30	na	1	na	na	26	25.0	failedF1
ICMX 2010806:11	ICMB 101961	na	ICMB 101797	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010806:12	ICMB 101961	na	ICMB 101797	na	30	na	2	na	na	22	25.0	failedF1
ICMX 2010806:1	ICMB 101961	na	ICMB 101797	na	30	na	2	na	na	22	25.0	failedF1
ICMX 2010806:13	ICMB 101961	na	ICMB 101797	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010806:2	ICMB 101961	na	ICMB 101797	na	30	na	2	na	na	21	22.22	failedF1
ICMX 2010806:14	ICMB 101961	na	ICMB 101797	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010806:3	ICMB 101961	na	ICMB 101797	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010806:15	ICMB 101961	na	ICMB 101797	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010806:4	ICMB 101961	na	ICMB 101797	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010806:5	ICMB 101961	na	ICMB 101797	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010806:6	ICMB 101961	na	ICMB 101797	na	30	na	2	na	na	22	25.0	failedF1
ICMX 2010806:7	ICMB 101961	na	ICMB 101797	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010806:8	ICMB 101961	na	ICMB 101797	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010806:9	ICMB 101961	na	ICMB 101797	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010807:1	ICMB 101955	na	ICMB 101797	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010807:2	ICMB 101955	na	ICMB 101797	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010807:3	ICMB 101955	na	ICMB 101797	na	30	na	3	na	na	22	37.5	failedF1
ICMX 2010807:4	ICMB 101955	na	ICMB 101797	na	30	na	2	na	na	25	40.0	failedF1
ICMX 2010807:5	ICMB 101955	na	ICMB 101797	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010807:6	ICMB 101955	na	ICMB 101797	na	30	na	6	na	na	21	66.67	possibleF1
ICMX 2010807:7	ICMB 101955	na	ICMB 101797	na	30	na	8	na	na	20	80.0	possibleF1
ICMX 2010807:8	ICMB 101955	na	ICMB 101797	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010807:9	ICMB 101955	na	ICMB 101797	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010807:10	ICMB 101955	na	ICMB 101797	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010807:11	ICMB 101955	na	ICMB 101797	na	30	na	5	na	na	22	62.5	possibleF1
ICMX 2010807:12	ICMB 101955	na	ICMB 101797	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010807:13	ICMB 101955	na	ICMB 101797	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010808:4	ICMB 101956	na	ICMB 101793	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010808:5	ICMB 101956	na	ICMB 101793	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010808:6	ICMB 101956	na	ICMB 101793	na	30	na	4	na	na	22	50.0	failedF1
ICMX 2010808:7	ICMB 101956	na	ICMB 101793	na	30	na	0	na	na	20	0.0	failedF1
ICMX 2010808:8	ICMB 101956	na	ICMB 101793	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010808:9	ICMB 101956	na	ICMB 101793	na	30	na	4	na	na	23	57.14	failedF1
ICMX 2010808:10	ICMB 101956	na	ICMB 101793	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010808:11	ICMB 101956	na	ICMB 101793	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010808:12	ICMB 101956	na	ICMB 101793	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010808:1	ICMB 101956	na	ICMB 101793	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010808:2	ICMB 101956	na	ICMB 101793	na	30	na	4	na	na	23	57.14	failedF1
ICMX 2010808:3	ICMB 101956	na	ICMB 101793	na	30	na	4	na	na	22	50.0	failedF1
ICMX 2010809:3	ICMB 101665	na	ICMB 101797	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010809:4	ICMB 101665	na	ICMB 101797	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010809:5	ICMB 101665	na	ICMB 101797	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010809:6	ICMB 101665	na	ICMB 101797	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010809:7	ICMB 101665	na	ICMB 101797	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010809:8	ICMB 101665	na	ICMB 101797	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010809:9	ICMB 101665	na	ICMB 101797	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010809:10	ICMB 101665	na	ICMB 101797	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010809:11	ICMB 101665	na	ICMB 101797	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010809:12	ICMB 101665	na	ICMB 101797	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010809:1	ICMB 101665	na	ICMB 101797	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010809:2	ICMB 101665	na	ICMB 101797	na	30	na	3	na	na	24	50.0	failedF1
ICMX 2010810:2	ICMB 101832	na	ICMB 101797	na	30	na	1	na	na	24	16.67	failedF1
ICMX 2010810:3	ICMB 101832	na	ICMB 101797	na	30	na	0	na	na	22	0.0	failedF1
ICMX 2010810:4	ICMB 101832	na	ICMB 101797	na	30	na	2	na	na	21	22.22	failedF1
ICMX 2010810:5	ICMB 101832	na	ICMB 101797	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010810:6	ICMB 101832	na	ICMB 101797	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010810:7	ICMB 101832	na	ICMB 101797	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010810:8	ICMB 101832	na	ICMB 101797	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010810:9	ICMB 101832	na	ICMB 101797	na	30	na	0	na	na	20	0.0	failedF1
ICMX 2010810:10	ICMB 101832	na	ICMB 101797	na	30	na	1	na	na	23	14.29	failedF1
ICMX 2010810:11	ICMB 101832	na	ICMB 101797	na	30	na	0	na	na	20	0.0	failedF1
ICMX 2010810:12	ICMB 101832	na	ICMB 101797	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010810:1	ICMB 101832	na	ICMB 101797	na	30	na	0	na	na	20	0.0	failedF1
ICMX 2010811:1	ICMB 101900	na	ICMB 101792	na	30	na	1	na	na	21	11.11	failedF1
ICMX 2010811:2	ICMB 101900	na	ICMB 101792	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010811:3	ICMB 101900	na	ICMB 101792	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010811:4	ICMB 101900	na	ICMB 101792	na	30	na	2	na	na	21	22.22	failedF1
ICMX 2010811:5	ICMB 101900	na	ICMB 101792	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010811:6	ICMB 101900	na	ICMB 101792	na	30	na	1	na	na	21	11.11	failedF1
ICMX 2010811:7	ICMB 101900	na	ICMB 101792	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010811:8	ICMB 101900	na	ICMB 101792	na	30	na	1	na	na	22	12.5	failedF1
ICMX 2010811:9	ICMB 101900	na	ICMB 101792	na	30	na	1	na	na	28	50.0	failedF1
ICMX 2010811:10	ICMB 101900	na	ICMB 101792	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010811:11	ICMB 101900	na	ICMB 101792	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010811:12	ICMB 101900	na	ICMB 101792	na	30	na	1	na	na	26	25.0	failedF1
ICMX 2010812:1	ICMB 101832	na	ICMB 101792	na	30	na	5	na	na	22	62.5	possibleF1
ICMX 2010812:2	ICMB 101832	na	ICMB 101792	na	30	na	4	na	na	25	80.0	possibleF1
ICMX 2010812:3	ICMB 101832	na	ICMB 101792	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010812:4	ICMB 101832	na	ICMB 101792	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010812:5	ICMB 101832	na	ICMB 101792	na	30	na	6	na	na	21	66.67	possibleF1
ICMX 2010812:6	ICMB 101832	na	ICMB 101792	na	30	na	5	na	na	21	55.56	failedF1
ICMX 2010812:7	ICMB 101832	na	ICMB 101792	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010812:8	ICMB 101832	na	ICMB 101792	na	30	na	5	na	na	21	55.56	failedF1
ICMX 2010813:4	ICMB 101779	na	ICMB 101771	na	30	na	0	na	na	20	0.0	failedF1
ICMX 2010813:5	ICMB 101779	na	ICMB 101771	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010813:6	ICMB 101779	na	ICMB 101771	na	30	na	1	na	na	20	10.0	failedF1
ICMX 2010813:1	ICMB 101779	na	ICMB 101771	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010813:2	ICMB 101779	na	ICMB 101771	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010813:3	ICMB 101779	na	ICMB 101771	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010814:10	ICMB 101797	na	ICMB 101793	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010814:11	ICMB 101797	na	ICMB 101793	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010814:12	ICMB 101797	na	ICMB 101793	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010814:1	ICMB 101797	na	ICMB 101793	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010814:13	ICMB 101797	na	ICMB 101793	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010814:2	ICMB 101797	na	ICMB 101793	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010814:14	ICMB 101797	na	ICMB 101793	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010814:3	ICMB 101797	na	ICMB 101793	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010814:4	ICMB 101797	na	ICMB 101793	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010814:5	ICMB 101797	na	ICMB 101793	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010814:6	ICMB 101797	na	ICMB 101793	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010814:7	ICMB 101797	na	ICMB 101793	na	30	na	1	na	na	22	12.5	failedF1
ICMX 2010814:8	ICMB 101797	na	ICMB 101793	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010814:9	ICMB 101797	na	ICMB 101793	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010815:1	ICMB 101793	na	ICMB 101792	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010815:2	ICMB 101793	na	ICMB 101792	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010815:3	ICMB 101793	na	ICMB 101792	na	30	na	0	na	na	29	0.0	failedF1
ICMX 2010815:4	ICMB 101793	na	ICMB 101792	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010815:5	ICMB 101793	na	ICMB 101792	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010815:6	ICMB 101793	na	ICMB 101792	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010815:7	ICMB 101793	na	ICMB 101792	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010815:8	ICMB 101793	na	ICMB 101792	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010815:9	ICMB 101793	na	ICMB 101792	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010816:1	ICMB 101797	na	ICMB 101795	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010816:2	ICMB 101797	na	ICMB 101795	na	30	na	3	na	na	21	33.33	failedF1
ICMX 2010816:3	ICMB 101797	na	ICMB 101795	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010816:4	ICMB 101797	na	ICMB 101795	na	30	na	3	na	na	23	42.86	failedF1
ICMX 2010816:5	ICMB 101797	na	ICMB 101795	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010816:6	ICMB 101797	na	ICMB 101795	na	30	na	3	na	na	24	50.0	failedF1
ICMX 2010816:7	ICMB 101797	na	ICMB 101795	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010817:12	ICMB 17555	96.67	ICMB 101881	na	30	na	6	1	na	23	85.71	possibleF1
ICMX 2010817:1	ICMB 17555	96.67	ICMB 101881	na	30	na	5	3	na	20	50.0	failedF1
ICMX 2010817:13	ICMB 17555	96.67	ICMB 101881	na	30	na	5	3	na	20	50.0	failedF1
ICMX 2010817:2	ICMB 17555	96.67	ICMB 101881	na	30	na	0	6	na	20	0.0	failedF1
ICMX 2010817:14	ICMB 17555	96.67	ICMB 101881	na	30	na	5	3	na	20	50.0	failedF1
ICMX 2010817:3	ICMB 17555	96.67	ICMB 101881	na	30	na	5	3	na	20	50.0	failedF1
ICMX 2010817:15	ICMB 17555	96.67	ICMB 101881	na	30	na	5	3	na	20	50.0	failedF1
ICMX 2010817:4	ICMB 17555	96.67	ICMB 101881	na	30	na	0	7	na	20	0.0	failedF1
ICMX 2010817:5	ICMB 17555	96.67	ICMB 101881	na	30	na	5	3	na	20	50.0	failedF1
ICMX 2010817:6	ICMB 17555	96.67	ICMB 101881	na	30	na	5	3	na	20	50.0	failedF1
ICMX 2010817:7	ICMB 17555	96.67	ICMB 101881	na	30	na	5	3	na	20	50.0	failedF1
ICMX 2010817:8	ICMB 17555	96.67	ICMB 101881	na	30	na	5	3	na	20	50.0	failedF1
ICMX 2010817:9	ICMB 17555	96.67	ICMB 101881	na	30	na	5	3	na	20	50.0	failedF1
ICMX 2010817:10	ICMB 17555	96.67	ICMB 101881	na	30	na	5	2	na	20	50.0	failedF1
ICMX 2010817:11	ICMB 17555	96.67	ICMB 101881	na	30	na	5	3	na	20	50.0	failedF1
ICMX 2010818:9	ICMB 10111	na	ICMB 101881	na	30	na	4	na	na	22	50.0	failedF1
ICMX 2010818:10	ICMB 10111	na	ICMB 101881	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010818:11	ICMB 10111	na	ICMB 101881	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010818:12	ICMB 10111	na	ICMB 101881	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010818:1	ICMB 10111	na	ICMB 101881	na	30	na	3	na	na	22	37.5	failedF1
ICMX 2010818:13	ICMB 10111	na	ICMB 101881	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010818:2	ICMB 10111	na	ICMB 101881	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010818:14	ICMB 10111	na	ICMB 101881	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010818:3	ICMB 10111	na	ICMB 101881	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010818:4	ICMB 10111	na	ICMB 101881	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010818:5	ICMB 10111	na	ICMB 101881	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010818:6	ICMB 10111	na	ICMB 101881	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010818:7	ICMB 10111	na	ICMB 101881	na	30	na	2	na	na	25	40.0	failedF1
ICMX 2010818:8	ICMB 10111	na	ICMB 101881	na	30	na	4	na	na	20	40.0	failedF1
