SAMPLE_NAME	DESIGNATION	PARENT_A	PARENT_B	
ICMB 101962:2	ICMB 101962			
ICMB 101962:3	ICMB 101962			
ICMB 101962:4	ICMB 101962			
ICMB 101962:5	ICMB 101962			
ICMB 101962:6	ICMB 101962			
ICMB 101962:7	ICMB 101962			
ICMB 101962:8	ICMB 101962			
ICMB 101957:1	ICMB 101957			
ICMB 101957:2	ICMB 101957			
ICMB 101957:3	ICMB 101957			
ICMB 101957:4	ICMB 101957			
ICMB 101957:5	ICMB 101957			
ICMB 101957:6	ICMB 101957			
ICMB 101957:7	ICMB 101957			
ICMB 101957:8	ICMB 101957			
ICMB 101900:1	ICMB 101900			
ICMB 101901:1	ICMB 101901			
ICMB 101901:2	ICMB 101901			
ICMB 101901:3	ICMB 101901			
ICMB 101901:4	ICMB 101901			
ICMB 101901:5	ICMB 101901			
ICMB 101901:6	ICMB 101901			
ICMB 101901:7	ICMB 101901			
ICMB 101901:8	ICMB 101901			
ICMB 101905:1	ICMB 101905			
ICMB 101905:2	ICMB 101905			
ICMB 101905:3	ICMB 101905			
ICMB 101905:4	ICMB 101905			
ICMB 101905:5	ICMB 101905			
ICMB 101905:6	ICMB 101905			
ICMB 101905:7	ICMB 101905			
ICMB 101905:8	ICMB 101905			
ICMB 101832:1	ICMB 101832			
ICMB 101832:2	ICMB 101832			
ICMB 101832:3	ICMB 101832			
ICMB 101832:4	ICMB 101832			
ICMB 101832:5	ICMB 101832			
ICMB 101832:6	ICMB 101832			
ICMB 101832:7	ICMB 101832			
ICMB 101832:8	ICMB 101832			
ICMB 101601:1	ICMB 101601			
ICMB 101601:2	ICMB 101601			
ICMB 101601:3	ICMB 101601			
ICMB 101601:4	ICMB 101601			
ICMB 101601:5	ICMB 101601			
ICMB 101601:6	ICMB 101601			
ICMB 101601:7	ICMB 101601			
ICMB 101601:8	ICMB 101601			
ICMB 101950:1	ICMB 101950			
ICMB 101950:2	ICMB 101950			
ICMB 101950:3	ICMB 101950			
ICMB 101950:4	ICMB 101950			
ICMB 101950:5	ICMB 101950			
ICMB 101950:6	ICMB 101950			
ICMB 101950:7	ICMB 101950			
ICMB 101950:8	ICMB 101950			
ICMB 101954:1	ICMB 101954			
ICMB 101954:2	ICMB 101954			
ICMB 101954:3	ICMB 101954			
ICMB 101954:4	ICMB 101954			
ICMB 101954:5	ICMB 101954			
ICMB 101954:6	ICMB 101954			
ICMB 101954:7	ICMB 101954			
ICMB 101954:8	ICMB 101954			
ICMB 101951:1	ICMB 101951			
ICMB 101951:2	ICMB 101951			
ICMB 101951:3	ICMB 101951			
ICMB 101951:4	ICMB 101951			
ICMB 101951:5	ICMB 101951			
ICMB 101951:6	ICMB 101951			
ICMB 101951:7	ICMB 101951			
ICMB 101951:8	ICMB 101951			
ICMB 101952:1	ICMB 101952			
ICMB 101952:2	ICMB 101952			
ICMB 101952:3	ICMB 101952			
ICMB 101952:4	ICMB 101952			
ICMB 101952:5	ICMB 101952			
ICMB 101952:6	ICMB 101952			
ICMB 101952:7	ICMB 101952			
ICMB 101952:8	ICMB 101952			
ICMB 101644:1	ICMB 101644			
ICMB 101644:2	ICMB 101644			
ICMB 101644:3	ICMB 101644			
ICMB 101644:4	ICMB 101644			
ICMB 101644:5	ICMB 101644			
ICMB 101644:6	ICMB 101644			
ICMB 101644:7	ICMB 101644			
ICMB 101644:8	ICMB 101644			
ICMB 101772:1	ICMB 101772			
ICMB 101772:2	ICMB 101772			
ICMB 101772:3	ICMB 101772			
ICMB 101772:4	ICMB 101772			
ICMB 101772:5	ICMB 101772			
ICMB 101772:6	ICMB 101772			
ICMB 101772:7	ICMB 101772			
ICMB 101772:8	ICMB 101772			
ICMB 101780:1	ICMB 101780			
ICMB 101780:2	ICMB 101780			
ICMB 101780:3	ICMB 101780			
ICMB 101780:4	ICMB 101780			
ICMB 101780:5	ICMB 101780			
ICMB 101780:6	ICMB 101780			
ICMB 101780:7	ICMB 101780			
ICMB 101780:8	ICMB 101780			
ICMB 101117:1	ICMB 101117			
ICMB 101117:2	ICMB 101117			
ICMB 101117:3	ICMB 101117			
ICMB 101117:4	ICMB 101117			
ICMB 101117:5	ICMB 101117			
ICMB 101117:6	ICMB 101117			
ICMB 101117:7	ICMB 101117			
ICMB 101117:8	ICMB 101117			
ICMB 101953:1	ICMB 101953			
ICMB 101953:2	ICMB 101953			
ICMB 101953:3	ICMB 101953			
ICMB 101953:4	ICMB 101953			
ICMB 101953:5	ICMB 101953			
ICMB 101953:6	ICMB 101953			
ICMB 101953:7	ICMB 101953			
ICMB 101953:8	ICMB 101953			
ICMB 101637:1	ICMB 101637			
ICMB 101637:2	ICMB 101637			
ICMB 101637:3	ICMB 101637			
ICMB 101637:4	ICMB 101637			
ICMB 101637:5	ICMB 101637			
ICMB 101637:6	ICMB 101637			
ICMB 101637:7	ICMB 101637			
ICMB 101637:8	ICMB 101637			
ICMB 101958:1	ICMB 101958			
ICMB 101958:2	ICMB 101958			
ICMB 101958:3	ICMB 101958			
ICMB 101958:4	ICMB 101958			
ICMB 101958:5	ICMB 101958			
ICMB 101958:6	ICMB 101958			
ICMB 101958:7	ICMB 101958			
ICMB 101958:8	ICMB 101958			
ICMB 101963:1	ICMB 101963			
ICMB 101963:2	ICMB 101963			
ICMB 101963:3	ICMB 101963			
ICMB 101963:4	ICMB 101963			
ICMB 101963:5	ICMB 101963			
ICMB 101963:6	ICMB 101963			
ICMB 101963:7	ICMB 101963			
ICMB 101963:8	ICMB 101963			
ICMB 101903:1	ICMB 101903			
ICMB 101903:2	ICMB 101903			
ICMB 101903:3	ICMB 101903			
ICMB 101903:4	ICMB 101903			
ICMB 101903:5	ICMB 101903			
ICMB 101903:6	ICMB 101903			
ICMB 101903:7	ICMB 101903			
ICMB 101903:8	ICMB 101903			
ICMB 101600:1	ICMB 101600			
ICMB 101600:2	ICMB 101600			
ICMB 101600:3	ICMB 101600			
ICMB 101600:4	ICMB 101600			
ICMB 101600:5	ICMB 101600			
ICMB 101600:6	ICMB 101600			
ICMB 101600:7	ICMB 101600			
ICMB 101600:8	ICMB 101600			
ICMB 101904:1	ICMB 101904			
ICMB 101904:2	ICMB 101904			
ICMB 101904:3	ICMB 101904			
ICMB 101904:4	ICMB 101904			
ICMB 101904:5	ICMB 101904			
ICMB 101904:6	ICMB 101904			
ICMB 101904:7	ICMB 101904			
ICMB 101904:8	ICMB 101904			
ICMB 101827:1	ICMB 101827			
ICMB 101827:2	ICMB 101827			
ICMB 101827:3	ICMB 101827			
ICMB 101827:4	ICMB 101827			
ICMB 101378:1	ICMB 101378			
ICMB 101378:2	ICMB 101378			
ICMB 101378:3	ICMB 101378			
ICMB 101378:4	ICMB 101378			
ICMB 101378:5	ICMB 101378			
ICMB 101378:6	ICMB 101378			
ICMB 101378:7	ICMB 101378			
ICMB 101378:8	ICMB 101378			
ICMB 100114:1	ICMB 100114			
ICMB 100114:2	ICMB 100114			
ICMB 100114:3	ICMB 100114			
ICMB 100114:4	ICMB 100114			
ICMB 100114:5	ICMB 100114			
ICMB 100114:6	ICMB 100114			
ICMB 100114:7	ICMB 100114			
ICMB 100114:8	ICMB 100114			
ICMB 101960:1	ICMB 101960			
ICMB 101960:2	ICMB 101960			
ICMB 101960:3	ICMB 101960			
ICMB 101960:4	ICMB 101960			
ICMB 101960:5	ICMB 101960			
ICMB 101960:6	ICMB 101960			
ICMB 101960:7	ICMB 101960			
ICMB 101960:8	ICMB 101960			
ICMB 04222:1	ICMB 04222			
ICMB 04222:2	ICMB 04222			
ICMB 04222:3	ICMB 04222			
ICMB 04222:4	ICMB 04222			
ICMB 04222:5	ICMB 04222			
ICMB 04222:6	ICMB 04222			
ICMB 04222:7	ICMB 04222			
ICMB 04222:8	ICMB 04222			
ICMB 100703:1	ICMB 100703			
ICMB 100703:2	ICMB 100703			
ICMB 100703:3	ICMB 100703			
ICMB 100703:4	ICMB 100703			
ICMB 100703:5	ICMB 100703			
ICMB 100703:6	ICMB 100703			
ICMB 100703:7	ICMB 100703			
ICMB 100703:8	ICMB 100703			
ICMB 101412:1	ICMB 101412			
ICMB 101412:2	ICMB 101412			
ICMB 101412:3	ICMB 101412			
ICMB 101412:4	ICMB 101412			
ICMB 101412:5	ICMB 101412			
ICMB 101412:6	ICMB 101412			
ICMB 101412:7	ICMB 101412			
ICMB 101412:8	ICMB 101412			
ICMB 100711:1	ICMB 100711			
ICMB 100711:2	ICMB 100711			
ICMB 100711:3	ICMB 100711			
ICMB 100711:4	ICMB 100711			
ICMB 100711:5	ICMB 100711			
ICMB 100711:6	ICMB 100711			
ICMB 100711:7	ICMB 100711			
ICMB 100711:8	ICMB 100711			
ICMB 100136:1	ICMB 100136			
ICMB 100136:2	ICMB 100136			
ICMB 100136:3	ICMB 100136			
ICMB 100136:4	ICMB 100136			
ICMB 100136:5	ICMB 100136			
ICMB 100136:6	ICMB 100136			
ICMB 100136:7	ICMB 100136			
ICMB 100136:8	ICMB 100136			
ICMB 14222:1	ICMB 14222			
ICMB 14222:2	ICMB 14222			
ICMB 14222:3	ICMB 14222			
ICMB 14222:4	ICMB 14222			
ICMB 14222:5	ICMB 14222			
ICMB 14222:6	ICMB 14222			
ICMB 14222:7	ICMB 14222			
ICMB 14222:8	ICMB 14222			
ICMB 14222:9	ICMB 14222			
ICMB 14222:10	ICMB 14222			
ICMB 14222:11	ICMB 14222			
ICMB 14222:12	ICMB 14222			
ICMB 14222:13	ICMB 14222			
ICMB 14222:14	ICMB 14222			
ICMB 14222:15	ICMB 14222			
ICMB 14222:16	ICMB 14222			
ICMB 17555:1	ICMB 17555			
ICMB 17555:2	ICMB 17555			
ICMB 17555:3	ICMB 17555			
ICMB 17555:4	ICMB 17555			
ICMB 17555:5	ICMB 17555			
ICMB 17555:6	ICMB 17555			
ICMB 17555:7	ICMB 17555			
ICMB 17555:8	ICMB 17555			
ICMB 18444:1	ICMB 18444			
ICMB 18444:2	ICMB 18444			
ICMB 18444:3	ICMB 18444			
ICMB 17333:1	ICMB 17333			
ICMB 17333:2	ICMB 17333			
ICMB 17333:3	ICMB 17333			
ICMB 17333:4	ICMB 17333			
ICMB 17333:5	ICMB 17333			
ICMB 17333:6	ICMB 17333			
ICMB 17333:7	ICMB 17333			
ICMB 17333:8	ICMB 17333			
ICMB 18777:1	ICMB 18777			
ICMB 18777:2	ICMB 18777			
ICMB 18777:3	ICMB 18777			
ICMB 18777:4	ICMB 18777			
ICMB 18777:5	ICMB 18777			
ICMB 18777:6	ICMB 18777			
ICMB 18777:7	ICMB 18777			
ICMB 18777:8	ICMB 18777			
ICMB 10111:1	ICMB 10111			
ICMB 10111:2	ICMB 10111			
ICMB 10111:3	ICMB 10111			
ICMB 10111:4	ICMB 10111			
ICMB 10111:5	ICMB 10111			
ICMB 10111:6	ICMB 10111			
ICMB 10111:7	ICMB 10111			
ICMB 10111:8	ICMB 10111			
ICMB 08666:1	ICMB 08666			
ICMB 08666:2	ICMB 08666			
ICMB 08666:3	ICMB 08666			
ICMB 08666:4	ICMB 08666			
ICMB 08666:5	ICMB 08666			
ICMB 08666:6	ICMB 08666			
ICMB 08666:7	ICMB 08666			
ICMB 08666:8	ICMB 08666			
ICMB 99555:1	ICMB 99555			
ICMB 99555:2	ICMB 99555			
ICMB 99555:3	ICMB 99555			
ICMB 99555:4	ICMB 99555			
ICMB 99555:5	ICMB 99555			
ICMB 99555:6	ICMB 99555			
ICMB 99555:7	ICMB 99555			
ICMB 99555:8	ICMB 99555			
ICMB 18888:1	ICMB 18888			
ICMB 18888:2	ICMB 18888			
ICMB 18888:3	ICMB 18888			
ICMB 18888:4	ICMB 18888			
ICMB 18888:5	ICMB 18888			
ICMB 18888:6	ICMB 18888			
ICMB 18888:7	ICMB 18888			
ICMB 18888:8	ICMB 18888			
ICMB 1508:5	ICMB 1508			
ICMB 1508:6	ICMB 1508			
ICMB 1508:7	ICMB 1508			
ICMB 1508:8	ICMB 1508			
ICMB 1508:9	ICMB 1508			
ICMB 1508:10	ICMB 1508			
ICMB 1508:11	ICMB 1508			
ICMB 1508:12	ICMB 1508			
ICMB 101881:9	ICMB 101881			
ICMB 101881:10	ICMB 101881			
ICMB 101881:11	ICMB 101881			
ICMB 101881:12	ICMB 101881			
ICMB 101881:13	ICMB 101881			
ICMB 101881:14	ICMB 101881			
ICMB 101881:15	ICMB 101881			
ICMB 101881:16	ICMB 101881			
ICMB 101792:9	ICMB 101792			
ICMB 101792:10	ICMB 101792			
ICMB 101792:11	ICMB 101792			
ICMB 101792:12	ICMB 101792			
ICMB 101792:13	ICMB 101792			
ICMB 101792:14	ICMB 101792			
ICMB 101792:15	ICMB 101792			
ICMB 101792:16	ICMB 101792			
ICMB 101867:7	ICMB 101867			
ICMB 101867:8	ICMB 101867			
ICMB 101867:9	ICMB 101867			
ICMB 101867:10	ICMB 101867			
ICMB 101867:11	ICMB 101867			
ICMB 101867:12	ICMB 101867			
ICMB 101867:13	ICMB 101867			
ICMB 101867:14	ICMB 101867			
ICMB 101771:1	ICMB 101771			
ICMB 101771:2	ICMB 101771			
ICMB 101771:3	ICMB 101771			
ICMB 101771:4	ICMB 101771			
ICMB 101771:5	ICMB 101771			
ICMB 101771:6	ICMB 101771			
ICMB 101771:7	ICMB 101771			
ICMB 101771:8	ICMB 101771			
ICMB 101779:1	ICMB 101779			
ICMB 101779:2	ICMB 101779			
ICMB 101779:3	ICMB 101779			
ICMB 101779:4	ICMB 101779			
ICMB 101779:5	ICMB 101779			
ICMB 101779:6	ICMB 101779			
ICMB 101779:7	ICMB 101779			
ICMB 101779:8	ICMB 101779			
ICMB 101784:1	ICMB 101784			
ICMB 101784:2	ICMB 101784			
ICMB 101784:3	ICMB 101784			
ICMB 101784:4	ICMB 101784			
ICMB 101784:5	ICMB 101784			
ICMB 101784:6	ICMB 101784			
ICMB 101784:7	ICMB 101784			
ICMB 101784:8	ICMB 101784			
ICMB 101879:1	ICMB 101879			
ICMB 101879:2	ICMB 101879			
ICMB 101879:3	ICMB 101879			
ICMB 101879:4	ICMB 101879			
ICMB 101879:5	ICMB 101879			
ICMB 101879:6	ICMB 101879			
ICMB 101879:7	ICMB 101879			
ICMB 101879:8	ICMB 101879			
ICMB 101888:1	ICMB 101888			
ICMB 101888:2	ICMB 101888			
ICMB 101888:3	ICMB 101888			
ICMB 101888:4	ICMB 101888			
ICMB 101888:5	ICMB 101888			
ICMB 101888:6	ICMB 101888			
ICMB 101888:7	ICMB 101888			
ICMB 101888:8	ICMB 101888			
ICMB 1508:1	ICMB 1508			
ICMB 1508:2	ICMB 1508			
ICMB 1508:3	ICMB 1508			
ICMB 1508:4	ICMB 1508			
ICMB 101793:1	ICMB 101793			
ICMB 101793:2	ICMB 101793			
ICMB 101793:3	ICMB 101793			
ICMB 101793:4	ICMB 101793			
ICMB 101793:5	ICMB 101793			
ICMB 101793:6	ICMB 101793			
ICMB 101793:7	ICMB 101793			
ICMB 101793:8	ICMB 101793			
ICMB 101795:1	ICMB 101795			
ICMB 101795:2	ICMB 101795			
ICMB 101795:3	ICMB 101795			
ICMB 101795:4	ICMB 101795			
ICMB 101795:5	ICMB 101795			
ICMB 101795:6	ICMB 101795			
ICMB 101795:7	ICMB 101795			
ICMB 101795:8	ICMB 101795			
ICMB 101797:1	ICMB 101797			
ICMB 101797:2	ICMB 101797			
ICMB 101797:3	ICMB 101797			
ICMB 101797:4	ICMB 101797			
ICMB 101797:5	ICMB 101797			
ICMB 101797:6	ICMB 101797			
ICMB 101797:7	ICMB 101797			
ICMB 101797:8	ICMB 101797			
ICMR 100094:1	ICMR 100094			
ICMR 100094:2	ICMR 100094			
ICMR 100094:3	ICMR 100094			
ICMR 100094:4	ICMR 100094			
ICMR 100094:5	ICMR 100094			
ICMR 100094:6	ICMR 100094			
ICMR 100094:7	ICMR 100094			
ICMR 100094:8	ICMR 100094			
ICMR 102542:9	ICMR 102542			
ICMR 102542:10	ICMR 102542			
ICMR 102542:11	ICMR 102542			
ICMR 102542:12	ICMR 102542			
ICMR 102542:13	ICMR 102542			
ICMR 102542:14	ICMR 102542			
ICMR 102542:15	ICMR 102542			
ICMR 102542:16	ICMR 102542			
ICMR 100072:1	ICMR 100072			
ICMR 100072:2	ICMR 100072			
ICMR 100072:3	ICMR 100072			
ICMR 100072:4	ICMR 100072			
ICMR 100072:5	ICMR 100072			
ICMR 100072:6	ICMR 100072			
ICMR 100072:7	ICMR 100072			
ICMR 100072:8	ICMR 100072			
ICMR 100004:1	ICMR 100004			
ICMR 100004:2	ICMR 100004			
ICMR 100004:3	ICMR 100004			
ICMR 100004:4	ICMR 100004			
ICMR 100004:5	ICMR 100004			
ICMR 100004:6	ICMR 100004			
ICMR 100004:7	ICMR 100004			
ICMR 100004:8	ICMR 100004			
ICMR 102612:1	ICMR 102612			
ICMR 102612:2	ICMR 102612			
ICMR 102612:3	ICMR 102612			
ICMR 102612:4	ICMR 102612			
ICMR 102612:5	ICMR 102612			
ICMR 102612:6	ICMR 102612			
ICMR 102612:7	ICMR 102612			
ICMR 102612:8	ICMR 102612			
RDC Composite 1401 (RM2)-HS140-1-1-1-1:1	RDC Composite 1401 (RM2)-HS140-1-1-1-1			
RDC Composite 1401 (RM2)-HS140-1-1-1-1:2	RDC Composite 1401 (RM2)-HS140-1-1-1-1			
RDC Composite 1401 (RM2)-HS140-1-1-1-1:3	RDC Composite 1401 (RM2)-HS140-1-1-1-1			
RDC Composite 1401 (RM2)-HS140-1-1-1-1:4	RDC Composite 1401 (RM2)-HS140-1-1-1-1			
RDC Composite 1401 (RM2)-HS140-1-1-1-1:5	RDC Composite 1401 (RM2)-HS140-1-1-1-1			
RDC Composite 1401 (RM2)-HS140-1-1-1-1:6	RDC Composite 1401 (RM2)-HS140-1-1-1-1			
RDC Composite 1401 (RM2)-HS140-1-1-1-1:7	RDC Composite 1401 (RM2)-HS140-1-1-1-1			
RDC Composite 1401 (RM2)-HS140-1-1-1-1:8	RDC Composite 1401 (RM2)-HS140-1-1-1-1			
RDC Composite 1401 (RM2)-HS158-2-1-2-4:1	RDC Composite 1401 (RM2)-HS158-2-1-2-4			
RDC Composite 1401 (RM2)-HS158-2-1-2-4:2	RDC Composite 1401 (RM2)-HS158-2-1-2-4			
RDC Composite 1401 (RM2)-HS158-2-1-2-4:3	RDC Composite 1401 (RM2)-HS158-2-1-2-4			
RDC Composite 1401 (RM2)-HS158-2-1-2-4:4	RDC Composite 1401 (RM2)-HS158-2-1-2-4			
RDC Composite 1401 (RM2)-HS158-2-1-2-4:5	RDC Composite 1401 (RM2)-HS158-2-1-2-4			
RDC Composite 1401 (RM2)-HS158-2-1-2-4:6	RDC Composite 1401 (RM2)-HS158-2-1-2-4			
RDC Composite 1401 (RM2)-HS158-2-1-2-4:7	RDC Composite 1401 (RM2)-HS158-2-1-2-4			
RDC Composite 1401 (RM2)-HS158-2-1-2-4:8	RDC Composite 1401 (RM2)-HS158-2-1-2-4			
RDC Composite 1401 (RM2)-HS522-4-3-1-1:1	RDC Composite 1401 (RM2)-HS522-4-3-1-1			
RDC Composite 1401 (RM2)-HS522-4-3-1-1:2	RDC Composite 1401 (RM2)-HS522-4-3-1-1			
RDC Composite 1401 (RM2)-HS522-4-3-1-1:3	RDC Composite 1401 (RM2)-HS522-4-3-1-1			
RDC Composite 1401 (RM2)-HS522-4-3-1-1:4	RDC Composite 1401 (RM2)-HS522-4-3-1-1			
RDC Composite 1401 (RM2)-HS522-4-3-1-1:5	RDC Composite 1401 (RM2)-HS522-4-3-1-1			
RDC Composite 1401 (RM2)-HS522-4-3-1-1:6	RDC Composite 1401 (RM2)-HS522-4-3-1-1			
RDC Composite 1401 (RM2)-HS522-4-3-1-1:7	RDC Composite 1401 (RM2)-HS522-4-3-1-1			
RDC Composite 1401 (RM2)-HS522-4-3-1-1:8	RDC Composite 1401 (RM2)-HS522-4-3-1-1			
ICMR 102613:1	ICMR 102613			
ICMR 102613:2	ICMR 102613			
ICMR 102613:3	ICMR 102613			
ICMR 102613:4	ICMR 102613			
ICMR 102613:5	ICMR 102613			
ICMR 102613:6	ICMR 102613			
ICMR 102613:7	ICMR 102613			
ICMR 102613:8	ICMR 102613			
ICMX 1511323-B-12-2:1	ICMX 1511323-B-12-2			
ICMX 1511323-B-12-2:2	ICMX 1511323-B-12-2			
ICMX 1511323-B-12-2:3	ICMX 1511323-B-12-2			
ICMX 1511323-B-12-2:4	ICMX 1511323-B-12-2			
ICMX 1511323-B-12-2:5	ICMX 1511323-B-12-2			
ICMX 1511323-B-12-2:6	ICMX 1511323-B-12-2			
ICMX 1511323-B-12-2:7	ICMX 1511323-B-12-2			
ICMX 1511323-B-12-2:8	ICMX 1511323-B-12-2			
ICMX 1511327-B-4-1:1	ICMX 1511327-B-4-1			
ICMX 1511327-B-4-1:2	ICMX 1511327-B-4-1			
ICMX 1511327-B-4-1:3	ICMX 1511327-B-4-1			
ICMX 1511327-B-4-1:4	ICMX 1511327-B-4-1			
ICMX 1511327-B-4-1:5	ICMX 1511327-B-4-1			
ICMX 1511327-B-4-1:6	ICMX 1511327-B-4-1			
ICMX 1511327-B-4-1:7	ICMX 1511327-B-4-1			
ICMX 1511327-B-4-1:8	ICMX 1511327-B-4-1			
ICMX 1510532-SB-2-17-2:1	ICMX 1510532-SB-2-17-2			
ICMX 1510532-SB-2-17-2:2	ICMX 1510532-SB-2-17-2			
ICMX 1510532-SB-2-17-2:3	ICMX 1510532-SB-2-17-2			
ICMX 1510532-SB-2-17-2:4	ICMX 1510532-SB-2-17-2			
ICMX 1510532-SB-2-17-2:5	ICMX 1510532-SB-2-17-2			
ICMX 1510532-SB-2-17-2:6	ICMX 1510532-SB-2-17-2			
ICMX 1510532-SB-2-17-2:7	ICMX 1510532-SB-2-17-2			
ICMX 1510532-SB-2-17-2:8	ICMX 1510532-SB-2-17-2			
ICMX 1510548-SB-9-1-1:1	ICMX 1510548-SB-9-1-1			
ICMX 1510548-SB-9-1-1:2	ICMX 1510548-SB-9-1-1			
ICMX 1510548-SB-9-1-1:3	ICMX 1510548-SB-9-1-1			
ICMX 1510548-SB-9-1-1:4	ICMX 1510548-SB-9-1-1			
ICMX 1510548-SB-9-1-1:5	ICMX 1510548-SB-9-1-1			
ICMX 1510548-SB-9-1-1:6	ICMX 1510548-SB-9-1-1			
ICMX 1510548-SB-9-1-1:7	ICMX 1510548-SB-9-1-1			
ICMX 1510548-SB-9-1-1:8	ICMX 1510548-SB-9-1-1			
ICMX 1510552-SB-9-5-2:1	ICMX 1510552-SB-9-5-2			
ICMX 1510552-SB-9-5-2:2	ICMX 1510552-SB-9-5-2			
ICMX 1510552-SB-9-5-2:3	ICMX 1510552-SB-9-5-2			
ICMX 1510552-SB-9-5-2:4	ICMX 1510552-SB-9-5-2			
ICMX 1510552-SB-9-5-2:5	ICMX 1510552-SB-9-5-2			
ICMX 1510552-SB-9-5-2:6	ICMX 1510552-SB-9-5-2			
ICMX 1510552-SB-9-5-2:7	ICMX 1510552-SB-9-5-2			
ICMX 1510552-SB-9-5-2:8	ICMX 1510552-SB-9-5-2			
ICMR 102614:1	ICMR 102614			
ICMR 102614:2	ICMR 102614			
ICMR 102614:3	ICMR 102614			
ICMR 102614:4	ICMR 102614			
ICMR 102614:5	ICMR 102614			
ICMR 102614:6	ICMR 102614			
ICMR 102614:7	ICMR 102614			
ICMR 102614:8	ICMR 102614			
ICMX 1510020-SB-3-1-2:1	ICMX 1510020-SB-3-1-2			
ICMX 1510020-SB-3-1-2:2	ICMX 1510020-SB-3-1-2			
ICMX 1510020-SB-3-1-2:3	ICMX 1510020-SB-3-1-2			
ICMX 1510020-SB-3-1-2:4	ICMX 1510020-SB-3-1-2			
ICMX 1510020-SB-3-1-2:5	ICMX 1510020-SB-3-1-2			
ICMR 102615:1	ICMR 102615			
ICMR 102615:2	ICMR 102615			
ICMR 102615:3	ICMR 102615			
ICMR 102615:4	ICMR 102615			
ICMR 102615:5	ICMR 102615			
ICMR 102615:6	ICMR 102615			
ICMR 102615:7	ICMR 102615			
ICMR 102615:8	ICMR 102615			
ICMR 102616:1	ICMR 102616			
ICMR 102616:2	ICMR 102616			
ICMR 102616:3	ICMR 102616			
ICMR 102616:4	ICMR 102616			
ICMR 102616:5	ICMR 102616			
ICMR 102616:6	ICMR 102616			
ICMR 102616:7	ICMR 102616			
ICMR 102616:8	ICMR 102616			
RDC Composite 1401 (RM2)-HS625-1-1-2-1:1	RDC Composite 1401 (RM2)-HS625-1-1-2-1			
RDC Composite 1401 (RM2)-HS625-1-1-2-1:2	RDC Composite 1401 (RM2)-HS625-1-1-2-1			
RDC Composite 1401 (RM2)-HS625-1-1-2-1:3	RDC Composite 1401 (RM2)-HS625-1-1-2-1			
RDC Composite 1401 (RM2)-HS625-1-1-2-1:4	RDC Composite 1401 (RM2)-HS625-1-1-2-1			
RDC Composite 1401 (RM2)-HS625-1-1-2-1:5	RDC Composite 1401 (RM2)-HS625-1-1-2-1			
RDC Composite 1401 (RM2)-HS625-1-1-2-1:6	RDC Composite 1401 (RM2)-HS625-1-1-2-1			
RDC Composite 1401 (RM2)-HS625-1-1-2-1:7	RDC Composite 1401 (RM2)-HS625-1-1-2-1			
RDC Composite 1401 (RM2)-HS625-1-1-2-1:8	RDC Composite 1401 (RM2)-HS625-1-1-2-1			
ICMR 102617:1	ICMR 102617			
ICMR 102617:2	ICMR 102617			
ICMR 102617:3	ICMR 102617			
ICMR 102617:4	ICMR 102617			
ICMR 102617:5	ICMR 102617			
ICMR 102617:6	ICMR 102617			
ICMR 102617:7	ICMR 102617			
ICMR 102617:8	ICMR 102617			
ICMR 101198:1	ICMR 101198			
ICMR 101198:2	ICMR 101198			
ICMR 101198:3	ICMR 101198			
ICMR 101198:4	ICMR 101198			
ICMR 101198:5	ICMR 101198			
ICMR 101198:6	ICMR 101198			
ICMR 101198:7	ICMR 101198			
ICMR 101198:8	ICMR 101198			
ICMX 1510532-SB-2-17-3:1	ICMX 1510532-SB-2-17-3			
ICMX 1510532-SB-2-17-3:2	ICMX 1510532-SB-2-17-3			
ICMX 1510532-SB-2-17-3:3	ICMX 1510532-SB-2-17-3			
ICMX 1510532-SB-2-17-3:4	ICMX 1510532-SB-2-17-3			
ICMX 1510532-SB-2-17-3:5	ICMX 1510532-SB-2-17-3			
ICMX 1510532-SB-2-17-3:6	ICMX 1510532-SB-2-17-3			
ICMX 1510532-SB-2-17-3:7	ICMX 1510532-SB-2-17-3			
ICMX 1510532-SB-2-17-3:8	ICMX 1510532-SB-2-17-3			
ICMX 1510012-SB-1-2-1:1	ICMX 1510012-SB-1-2-1			
ICMX 1510012-SB-1-2-1:2	ICMX 1510012-SB-1-2-1			
ICMX 1510012-SB-1-2-1:3	ICMX 1510012-SB-1-2-1			
ICMX 1510012-SB-1-2-1:4	ICMX 1510012-SB-1-2-1			
ICMX 1510012-SB-1-2-1:5	ICMX 1510012-SB-1-2-1			
ICMX 1510012-SB-1-2-1:6	ICMX 1510012-SB-1-2-1			
ICMX 1510012-SB-1-2-1:7	ICMX 1510012-SB-1-2-1			
ICMX 1510012-SB-1-2-1:8	ICMX 1510012-SB-1-2-1			
ICMX 1510016-SB-6-3-2:1	ICMX 1510016-SB-6-3-2			
ICMX 1510016-SB-6-3-2:2	ICMX 1510016-SB-6-3-2			
ICMX 1510016-SB-6-3-2:3	ICMX 1510016-SB-6-3-2			
ICMX 1510016-SB-6-3-2:4	ICMX 1510016-SB-6-3-2			
ICMX 1510016-SB-6-3-2:5	ICMX 1510016-SB-6-3-2			
ICMX 1510016-SB-6-3-2:6	ICMX 1510016-SB-6-3-2			
ICMX 1510016-SB-6-3-2:7	ICMX 1510016-SB-6-3-2			
ICMX 1510016-SB-6-3-2:8	ICMX 1510016-SB-6-3-2			
