SAMPLE_UID	DESIGNATION	SAMPLE_NAME	PARENT_A	PARENT_B
8TNISsQYT5n5T	ICMR 11003	ICMR 11003:3		
8TNIS9ui2FVEx	ICMR 11003	ICMR 11003:4		
8TNIS3pYRxwhq	ICMR 11003	ICMR 11003:5		
8TNISUvQnPSmv	ICMR 11003	ICMR 11003:6		
8TNIS2oSpgW6J	ICMR 11003	ICMR 11003:7		
8TNISplSk6Sas	ICMR 11003	ICMR 11003:8		
8TNISVVALUum7	IP 21187	IP 21187:1		
8TNISVKwBWzId	IP 21187	IP 21187:2		
8TNIS1Fajdg31	IP 21187	IP 21187:3		
8TNISLpKNs9q0	IP 21187	IP 21187:4		
8TNIS4DuksDxv	IP 21187	IP 21187:5		
8TNISrdTiyYfz	IP 21187	IP 21187:6		
8TNISDcXQh6DV	IP 21187	IP 21187:7		
8TNISefaFEkMR	IP 21187	IP 21187:8		
8TNISukUvvLhA	AIMP 92901	AIMP 92901:1		
8TNISTsqwEGNj	AIMP 92901	AIMP 92901:2		
8TNISMeThXPch	AIMP 92901	AIMP 92901:3		
8TNISpjMdIaLY	AIMP 92901	AIMP 92901:4		
8TNISWaoV5qfr	AIMP 92901	AIMP 92901:5		
8TNISFvfWP4XI	AIMP 92901	AIMP 92901:6		
8TNIS6HFLjdfG	AIMP 92901	AIMP 92901:7		
8TNISVknKbvyj	AIMP 92901	AIMP 92901:8		
8TNIS1W0zOUwF	ICMR 102621	ICMR 102621:1		
8TNISDpGD3DS3	ICMR 102621	ICMR 102621:2		
8TNIS86kA0MvA	ICMR 102621	ICMR 102621:3		
8TNIS7sHcST86	ICMR 102621	ICMR 102621:4		
8TNIS3X370Czi	ICMR 102621	ICMR 102621:5		
8TNISce6L39XD	ICMR 102621	ICMR 102621:6		
8TNISR5hZUOdn	ICMR 102621	ICMR 102621:7		
8TNISHWmbo7UD	ICMR 102621	ICMR 102621:8		
8TNIS9OudNW0S	ICMR 102622	ICMR 102622:1		
8TNISU0ja76EW	ICMR 102622	ICMR 102622:2		
8TNISiWpDkhL0	ICMR 102622	ICMR 102622:3		
8TNISumaUlort	ICMR 102622	ICMR 102622:4		
8TNIS7OXUqqgQ	ICMR 102622	ICMR 102622:5		
8TNISOZKBamqR	ICMR 102622	ICMR 102622:6		
8TNIS1WQK8UFY	ICMR 102622	ICMR 102622:7		
8TNISSSR3nrnv	ICMR 102622	ICMR 102622:8		
8TNIS7gfSH9SQ	ICMR 102623	ICMR 102623:1		
8TNIS0BzBFlO4	ICMR 102623	ICMR 102623:2		
8TNISq546oCrV	ICMR 102623	ICMR 102623:3		
8TNIS4tmbkDLR	ICMR 102623	ICMR 102623:4		
8TNISdhcIPlpd	ICMR 102623	ICMR 102623:5		
8TNIS0aBdBsgK	ICMR 102623	ICMR 102623:6		
8TNIS1sg88O0m	ICMR 102623	ICMR 102623:7		
8TNISg9k4YWWr	ICMR 102623	ICMR 102623:8		
8TNIS7khuFfId	ICMR 102624	ICMR 102624:1		
8TNISvMOJLXpp	ICMR 102624	ICMR 102624:2		
8TNISakLoGCjD	ICMR 102624	ICMR 102624:3		
8TNISoF1R0fP3	ICMR 102624	ICMR 102624:4		
8TNISCdyA2Ubd	ICMR 102624	ICMR 102624:5		
8TNIStHxyd14c	ICMR 102624	ICMR 102624:6		
8TNISGwZDGHZo	ICMR 102624	ICMR 102624:7		
8TNIShdHLCsWO	ICMR 102624	ICMR 102624:8		
8TNISOQk6LZOf	ICMB 1502	ICMB 1502:1		
8TNISERK2GNUB	ICMB 1502	ICMB 1502:2		
8TNISPI5cSBop	ICMB 1502	ICMB 1502:3		
8TNIS7YfoyNnn	ICMB 1502	ICMB 1502:4		
8TNIS1Jsfw3Qu	ICMB 1502	ICMB 1502:5		
8TNISFHZ8omNr	ICMB 1608	ICMB 1608:1		
8TNISwhZ271p3	ICMB 1608	ICMB 1608:2		
8TNISgrlXUAsw	ICMB 1608	ICMB 1608:3		
8TNISGIMJXUjB	ICMB 1608	ICMB 1608:4		
8TNIS8dplqdcX	ICMB 1608	ICMB 1608:5		
8TNISnzvXMTBx	ICMB 101965	ICMB 101965:1		
8TNIS8Cnd9mos	ICMB 101965	ICMB 101965:2		
8TNISfYeBb1j4	ICMB 101965	ICMB 101965:3		
8TNISyQsrjWS2	ICMB 101965	ICMB 101965:4		
8TNISAtnRchZo	ICMB 101965	ICMB 101965:5		
8TNISobDxU39e	ICMB 101853	ICMB 101853:1		
8TNISvXyuD02s	ICMB 101853	ICMB 101853:2		
8TNISjZLtyhIZ	ICMB 101853	ICMB 101853:3		
8TNISe7DeakHg	ICMB 101853	ICMB 101853:4		
8TNISTDesKtI6	ICMB 101853	ICMB 101853:5		
8TNISDrQUtcs9	ICMB 101967	ICMB 101967:1		
8TNIS2jjh8ivq	ICMB 101967	ICMB 101967:2		
8TNISK3gCHCDV	ICMB 101967	ICMB 101967:3		
8TNISiP1ycpqb	ICMB 101967	ICMB 101967:4		
8TNISmsy0hQpo	ICMB 101967	ICMB 101967:5		
8TNISIMCgeIsJ	ICMB 10777	ICMB 10777:1		
8TNISIQI1Gz8Q	ICMB 10777	ICMB 10777:2		
8TNISOLEpzmF5	ICMB 10777	ICMB 10777:3		
8TNISbYHQhfxx	ICMB 10777	ICMB 10777:4		
8TNISLEQFo6is	ICMB 10777	ICMB 10777:5		
8TNISIcgfi9hU	ICMB 14222	ICMB 14222:17		
8TNIS0eYEls2n	ICMB 14222	ICMB 14222:18		
8TNISIa57l4vx	ICMB 14222	ICMB 14222:19		
8TNISAMokEy1m	ICMB 14222	ICMB 14222:20		
8TNISJTUlsJnb	ICMB 14222	ICMB 14222:21		
8TNISjTICn884	ICMB 101968	ICMB 101968:1		
8TNIS5UGhBTDl	ICMB 101968	ICMB 101968:2		
8TNISMRQZq2fi	ICMB 101968	ICMB 101968:3		
8TNIS57tNOWdo	ICMB 101968	ICMB 101968:4		
8TNIS4q1ZkR9o	ICMB 101968	ICMB 101968:5		
8TNISVU8BnlSa	ICMB 16444	ICMB 16444:1		
8TNISKrecERlw	ICMB 16444	ICMB 16444:2		
8TNISuT1K5KOC	ICMB 16444	ICMB 16444:3		
8TNISGYwVxlAO	ICMB 16444	ICMB 16444:4		
8TNISlKXLN5Up	ICMB 16444	ICMB 16444:5		
8TNIS1w3fVVTL	ICMB 18111	ICMB 18111:1		
8TNISfCCpY9mc	ICMB 18111	ICMB 18111:2		
8TNISzhqKo4mA	ICMB 18111	ICMB 18111:3		
8TNISsjHeV7d8	ICMB 18111	ICMB 18111:4		
8TNISzqzAet8M	ICMB 18111	ICMB 18111:5		
8TNISAtJ9Wdq1	ICMB 16222	ICMB 16222:1		
8TNIS5PXcFO8m	ICMB 16222	ICMB 16222:2		
8TNIS0onhFTxn	ICMB 16222	ICMB 16222:3		
8TNISvjpAs76C	ICMB 16222	ICMB 16222:4		
8TNISpbSOTHQx	ICMB 16222	ICMB 16222:5		
8TNIS0WMD4sIg	ICMB 101969	ICMB 101969:1		
8TNISY84mThXy	ICMB 101969	ICMB 101969:2		
8TNISLKKrbIjm	ICMB 101969	ICMB 101969:3		
8TNISTA3oOgCp	ICMB 101969	ICMB 101969:4		
8TNIS6rtMNAqp	ICMB 101969	ICMB 101969:5		
8TNISWuxGvx87	ICMB 101970	ICMB 101970:1		
8TNIS1jFBoTOx	ICMB 101970	ICMB 101970:2		
8TNIS8F3vxUI3	ICMB 101970	ICMB 101970:3		
8TNIS6DQm2GBx	ICMB 101970	ICMB 101970:4		
8TNISHJnKRTCY	ICMB 101970	ICMB 101970:5		
8TNIS72mBF0OU	ICMB 101971	ICMB 101971:1		
8TNIS2OsuqPyE	ICMB 101971	ICMB 101971:2		
8TNISgh4wZROw	ICMB 101971	ICMB 101971:3		
8TNIS6cIWDwNb	ICMB 101971	ICMB 101971:4		
8TNISAB6d12H9	ICMB 101971	ICMB 101971:5		
8TNISx09wAtFI	ICMB 101972	ICMB 101972:1		
8TNISGLvl7FFB	ICMB 101972	ICMB 101972:2		
8TNISLvkCBOkt	ICMB 101972	ICMB 101972:3		
8TNISyGhqqqKN	ICMB 101972	ICMB 101972:4		
8TNISM19YuOiH	ICMB 101972	ICMB 101972:5		
8TNIShq8UG7Zu	ICMB 101973	ICMB 101973:1		
8TNISHDsKj7rV	ICMB 101973	ICMB 101973:2		
8TNIS3iY0S1ag	ICMB 101973	ICMB 101973:3		
8TNISi4fF84MH	ICMB 101973	ICMB 101973:4		
8TNISW1pQnJTj	ICMB 101973	ICMB 101973:5		
8TNISabnkwDGb	ICMB 101815	ICMB 101815:1		
8TNISzMnYIFIZ	ICMB 101815	ICMB 101815:2		
8TNISXkCkmjiw	ICMB 101815	ICMB 101815:3		
8TNIS1MYmaGWJ	ICMB 101815	ICMB 101815:4		
8TNIS7tSWjAf3	ICMB 101815	ICMB 101815:5		
8TNISQRGQp0RP	ICMB 100157	ICMB 100157:1		
8TNISTuzBt0NX	ICMB 100157	ICMB 100157:2		
8TNISIKC49c35	ICMB 100157	ICMB 100157:3		
8TNIS6fV57dt2	ICMB 100157	ICMB 100157:4		
8TNISzSsqj1HH	ICMB 100157	ICMB 100157:5		
8TNISLzKqXedK	ICMB 101994	ICMB 101994:1		
8TNIS5UfFtu4d	ICMB 101994	ICMB 101994:2		
8TNISglNJgpU2	ICMB 101994	ICMB 101994:3		
8TNISpiGFTspH	ICMB 101994	ICMB 101994:4		
8TNISKh1gxYhV	ICMB 101994	ICMB 101994:5		
8TNISU0fvwmFA	ICMB 101974	ICMB 101974:1		
8TNISG66olRD7	ICMB 101974	ICMB 101974:2		
8TNISIxCMxdEv	ICMB 101974	ICMB 101974:3		
8TNISDrm4YEBW	ICMB 101974	ICMB 101974:4		
8TNISodsPuj0R	ICMB 101974	ICMB 101974:5		
8TNISWXhmXEBE	ICMB 101975	ICMB 101975:1		
8TNISyiBy47sS	ICMB 101975	ICMB 101975:2		
8TNIS6jMCxxvj	ICMB 101975	ICMB 101975:3		
8TNISvhewHloE	ICMB 101975	ICMB 101975:4		
8TNISoPb1CI2C	ICMB 101975	ICMB 101975:5		
8TNISlZO6LYqn	ICMB 11222	ICMB 11222:9		
8TNISXtq8yxAn	ICMB 11222	ICMB 11222:10		
8TNISojXMDLDi	ICMB 11222	ICMB 11222:11		
8TNIS818tYdf4	ICMB 11222	ICMB 11222:12		
8TNISnZJfT98r	ICMB 11222	ICMB 11222:13		
8TNISOv0enpHf	ICMB 17555	ICMB 17555:9		
8TNISj0mBds3x	ICMB 17555	ICMB 17555:10		
8TNIS8NggVDip	ICMB 17555	ICMB 17555:11		
8TNISdvFVGNhB	ICMB 17555	ICMB 17555:12		
8TNISrHqmNBP2	ICMB 17555	ICMB 17555:13		
8TNISAc73PZc4	ICMB 18333	ICMB 18333:1		
8TNISVBzhOQSW	ICMB 18333	ICMB 18333:2		
8TNISQYDU7CwW	ICMB 18333	ICMB 18333:3		
8TNISnhcSXOi6	ICMB 18333	ICMB 18333:4		
8TNISlfyXU3fj	ICMB 18333	ICMB 18333:5		
8TNISuFb9Br3M	ICMB 18444	ICMB 18444:4		
8TNISvmFECH3t	ICMB 18444	ICMB 18444:5		
8TNISQ85EM045	ICMB 18444	ICMB 18444:6		
8TNISnKqpPj6q	ICMB 18444	ICMB 18444:7		
8TNISsJWa6PUB	ICMB 18444	ICMB 18444:8		
8TNISp8ccvLEm	ICMB 101980	ICMB 101980:1		
8TNISjlVzi13m	ICMB 101980	ICMB 101980:2		
8TNISrn3ZrtgY	ICMB 101980	ICMB 101980:3		
8TNIS51KRDstF	ICMB 101980	ICMB 101980:4		
8TNISdO1TsT0S	ICMB 101980	ICMB 101980:5		
8TNISHFTcXVa3	ICMB 10222	ICMB 10222:1		
8TNISGELSHKzP	ICMB 10222	ICMB 10222:2		
8TNIS1bnBWL0F	ICMB 10222	ICMB 10222:3		
8TNIS4guVfoRI	ICMB 10222	ICMB 10222:4		
8TNISNCv4bcUe	ICMB 10222	ICMB 10222:5		
8TNISjIjvdf9d	ICMB 101981	ICMB 101981:1		
8TNIS8yQ1ROBy	ICMB 101981	ICMB 101981:2		
8TNISPGhjXJg8	ICMB 101981	ICMB 101981:3		
8TNISYHL7DGwE	ICMB 101981	ICMB 101981:4		
8TNISC2VJ1s8Y	ICMB 101981	ICMB 101981:5		
8TNISFNdgkSr5	ICMB 100133	ICMB 100133:1		
8TNIS8uwYNSL0	ICMB 100133	ICMB 100133:2		
8TNISPQ7ljXp8	ICMB 100133	ICMB 100133:3		
8TNISzxSWJxXE	ICMB 100133	ICMB 100133:4		
8TNISyUhDT2Ca	ICMB 100133	ICMB 100133:5		
8TNISuSF8B1cP	ICMB 07444	ICMB 07444:1		
8TNIS8IEKzNJQ	ICMB 07444	ICMB 07444:2		
8TNISbJAyysl3	ICMB 07444	ICMB 07444:3		
8TNISv4K2ybth	ICMB 07444	ICMB 07444:4		
8TNISYqn7cdHA	ICMB 07444	ICMB 07444:5		
8TNISRdCyp5Qi	ICMB 08999	ICMB 08999:1		
8TNISuK0TdUkJ	ICMB 08999	ICMB 08999:2		
8TNISzs90AB3K	ICMB 08999	ICMB 08999:3		
8TNISMb8uAbLP	ICMB 08999	ICMB 08999:4		
8TNISuDySJ9lu	ICMB 08999	ICMB 08999:5		
8TNISa9gvsTan	ICMB 09555	ICMB 09555:1		
8TNISB3g9lZrN	ICMB 09555	ICMB 09555:2		
8TNISNyDr9gd8	ICMB 09555	ICMB 09555:3		
8TNISSpdqQuM9	ICMB 09555	ICMB 09555:4		
8TNIS9vY6Vthv	ICMB 09555	ICMB 09555:5		
8TNISJ57cU1ZC	ICMB 101644	ICMB 101644:9		
8TNIS8yHJq734	ICMB 101644	ICMB 101644:10		
8TNIS6ZHqMU0j	ICMB 101644	ICMB 101644:11		
8TNISdbtKkgDb	ICMB 101644	ICMB 101644:12		
8TNISC9TckvZV	ICMB 101644	ICMB 101644:13		
8TNISQkGt1NJn	ICMB 101982	ICMB 101982:1		
8TNISjLa0FpoB	ICMB 101982	ICMB 101982:2		
8TNISFZBMSiFe	ICMB 101982	ICMB 101982:3		
8TNISg0Y6nTm0	ICMB 101982	ICMB 101982:4		
8TNISruRzgcmu	ICMB 101982	ICMB 101982:5		
8TNISoGA0oMKh	ICMB 101986	ICMB 101986:1		
8TNISqWvotNKc	ICMB 101986	ICMB 101986:2		
8TNISjYbWURbx	ICMB 101986	ICMB 101986:3		
8TNISRcJ1OA9r	ICMB 101986	ICMB 101986:4		
8TNISn8P0Y01z	ICMB 101986	ICMB 101986:5		
8TNISLp9UtOaT	ICMB 101987	ICMB 101987:1		
8TNISdnkQ8IMb	ICMB 101987	ICMB 101987:2		
8TNISTMHNHjVs	ICMB 101987	ICMB 101987:3		
8TNISeVxJ6cpf	ICMB 101987	ICMB 101987:4		
8TNISNoRxgpOX	ICMB 101987	ICMB 101987:5		
8TNISu21s2ZPg	ICMB 100103	ICMB 100103:1		
8TNISij62ZwX8	ICMB 100103	ICMB 100103:2		
8TNISDEwux4QY	ICMB 100103	ICMB 100103:3		
8TNISMlOXGXAA	ICMB 100103	ICMB 100103:4		
8TNISRZ41P8Fg	ICMB 100103	ICMB 100103:5		
8TNIS2mIZLdmJ	ICMB 18666	ICMB 18666:1		
8TNISk6oobHvf	ICMB 18666	ICMB 18666:2		
8TNISsORosz5m	ICMB 18666	ICMB 18666:3		
8TNISls0Bj4yY	ICMB 18666	ICMB 18666:4		
8TNISekMg0SSm	ICMB 18666	ICMB 18666:5		
8TNIS3YFMxUrK	ICMB 101988	ICMB 101988:1		
8TNISmgLNEJ3j	ICMB 101988	ICMB 101988:2		
8TNISJHn6Ku0P	ICMB 101988	ICMB 101988:3		
8TNISOucBrr9P	ICMB 101988	ICMB 101988:4		
8TNISnjmHUlMM	ICMB 101988	ICMB 101988:5		
8TNISoTYnTr8R	ICMB 101989	ICMB 101989:1		
8TNISAtyAXWE9	ICMB 101989	ICMB 101989:2		
8TNISfGKzkRUz	ICMB 101989	ICMB 101989:3		
8TNISmevfUyek	ICMB 101989	ICMB 101989:4		
8TNIShH6LBX7A	ICMB 101989	ICMB 101989:5		
8TNISMczdsVji	ICMB 13777	ICMB 13777:1		
8TNISyaexBiko	ICMB 13777	ICMB 13777:2		
8TNISghXcTEJb	ICMB 13777	ICMB 13777:3		
8TNISF1TeDJoN	ICMB 13777	ICMB 13777:4		
8TNISCMd66Aua	ICMB 13777	ICMB 13777:5		
8TNIStroOHYI0	ICMB 101990	ICMB 101990:1		
8TNISpqL6hGY9	ICMB 101990	ICMB 101990:2		
8TNIS0w41tWd2	ICMB 101990	ICMB 101990:3		
8TNISWXz3dTG4	ICMB 101990	ICMB 101990:4		
8TNISFwl1yrCa	ICMB 101990	ICMB 101990:5		
8TNISlPOCBblC	ICMB 15666	ICMB 15666:1		
8TNISvKz0m9p4	ICMB 15666	ICMB 15666:2		
8TNISp8cs0CNf	ICMB 15666	ICMB 15666:3		
8TNISDS4eqvsZ	ICMB 15666	ICMB 15666:4		
8TNISJcE2wF5R	ICMB 15666	ICMB 15666:5		
8TNIS1g6s2Li1	ICMB 15777	ICMB 15777:1		
8TNISq3NYxbiY	ICMB 15777	ICMB 15777:2		
8TNISRGaRsVK5	ICMB 15777	ICMB 15777:3		
8TNISEoeEaBEV	ICMB 15777	ICMB 15777:4		
8TNISS7eMzBag	ICMB 15777	ICMB 15777:5		
8TNISnXxWX3YH	ICMB 16666	ICMB 16666:1		
8TNISqHBLMMF5	ICMB 16666	ICMB 16666:2		
8TNIS9m64opbQ	ICMB 16666	ICMB 16666:3		
8TNISmhhxDgic	ICMB 16666	ICMB 16666:4		
8TNISwiVrJvYT	ICMB 16666	ICMB 16666:5		
8TNISV4R1dyQT	ICMB 101932	ICMB 101932:1		
8TNIST9JXvC9t	ICMB 101932	ICMB 101932:2		
8TNISdA3FaAeg	ICMB 101932	ICMB 101932:3		
8TNIS9GbJP77n	ICMB 101932	ICMB 101932:4		
8TNIS5zGJ70RQ	ICMB 101932	ICMB 101932:5		
8TNIS3NfrmY6X	ICMB 101551	ICMB 101551:1		
8TNISFNYCe7MJ	ICMB 101551	ICMB 101551:2		
8TNISGgkvq9Cw	ICMB 101551	ICMB 101551:3		
8TNISi5ta6Vpx	ICMB 101551	ICMB 101551:4		
8TNISEMZJfNxm	ICMB 101551	ICMB 101551:5		
8TNISGsaokEaF	ICMB 101410	ICMB 101410:1		
8TNISUM87YUza	ICMB 101410	ICMB 101410:2		
8TNIS9r6ASrfT	ICMB 101410	ICMB 101410:3		
8TNISekLL0iLc	ICMB 101410	ICMB 101410:4		
8TNISALUceJCM	ICMB 101410	ICMB 101410:5		
8TNIShkpea3oF	ICMB 100132	ICMB 100132:1		
8TNIS2ZLhcbSw	ICMB 100132	ICMB 100132:2		
8TNIStBwZY5Gk	ICMB 100132	ICMB 100132:3		
8TNISSiM4yXf5	ICMB 100132	ICMB 100132:4		
8TNISmCyUxc3a	ICMB 100132	ICMB 100132:5		
8TNISjZfIWQW6	ICMB 101922	ICMB 101922:1		
8TNISMjza2m7g	ICMB 101922	ICMB 101922:2		
8TNISBlEcyTqa	ICMB 101922	ICMB 101922:3		
8TNISw9wOJ8gv	ICMB 101922	ICMB 101922:4		
8TNISidZaX9hI	ICMB 101922	ICMB 101922:5		
8TNIS1vC3Pxoh	ICMB 101991	ICMB 101991:1		
8TNISCFDnppjQ	ICMB 101991	ICMB 101991:2		
8TNISjED3oINa	ICMB 101991	ICMB 101991:3		
8TNISUGWp2bCQ	ICMB 101991	ICMB 101991:4		
8TNISXfk3S5a7	ICMB 101991	ICMB 101991:5		
8TNIS3Zb1ZTpA	ICMB 101992	ICMB 101992:1		
8TNIS6RFXhSKb	ICMB 101992	ICMB 101992:2		
8TNISGDeQfTws	ICMB 101992	ICMB 101992:3		
8TNISIN1BMhJD	ICMB 101992	ICMB 101992:4		
8TNISGgGabUek	ICMB 101992	ICMB 101992:5		
8TNISosNh2GiQ	ICMB 101426	ICMB 101426:1		
8TNISLOkBb4Eu	ICMB 101426	ICMB 101426:2		
8TNISBpynANQA	ICMB 101426	ICMB 101426:3		
8TNIS8u1wk4OX	ICMB 101426	ICMB 101426:4		
8TNISzaQ1rcWP	ICMB 101426	ICMB 101426:5		
8TNISCZ1K25Bl	ICMB 101993	ICMB 101993:1		
8TNISa0MaAIOM	ICMB 101993	ICMB 101993:2		
8TNIS9Dl0kRNc	ICMB 101993	ICMB 101993:3		
8TNISnXY1PFJH	ICMB 101993	ICMB 101993:4		
8TNISyu9ArJ3s	ICMB 101993	ICMB 101993:5		
8TNISspnigI5O	ICMB 100613	ICMB 100613:1		
8TNISTAZiCJVc	ICMB 100613	ICMB 100613:2		
8TNISfaTImRjJ	ICMB 100613	ICMB 100613:3		
8TNISXFpRyhCX	ICMB 100613	ICMB 100613:4		
8TNISsX5aZqzb	ICMB 100613	ICMB 100613:5		
8TNISj2qEIjtR	ICMB 101806	ICMB 101806:1		
8TNISWZROcyVA	ICMB 101806	ICMB 101806:2		
8TNISBK4TtRk4	ICMB 101806	ICMB 101806:3		
8TNIS6hdMucIA	ICMB 101806	ICMB 101806:4		
8TNIS8ib1BOhn	ICMB 101806	ICMB 101806:5		
8TNISJr7Vtvwv	ICMR 14222	ICMR 14222:1		
8TNISxW79VjgI	ICMR 14222	ICMR 14222:2		
8TNISjrLU7hBI	ICMR 14222	ICMR 14222:3		
8TNISsYHnNA2C	ICMR 14222	ICMR 14222:4		
8TNISkb7mMS8X	ICMR 14222	ICMR 14222:5		
8TNISqftG1nqq	ICMR 16444	ICMR 16444:1		
8TNISLWX7hnfB	ICMR 16444	ICMR 16444:2		
8TNIS2SQOHAoS	ICMR 16444	ICMR 16444:3		
8TNIS9EsuvBiP	ICMR 16444	ICMR 16444:4		
8TNISnKEfLFXo	ICMR 16444	ICMR 16444:5		
8TNISIIOMeZHi	ICMR 101049	ICMR 101049:1		
8TNISDJcuMy93	ICMR 101049	ICMR 101049:2		
8TNISY778FSvh	ICMR 101049	ICMR 101049:3		
8TNISgUAFhmyi	ICMR 101049	ICMR 101049:4		
8TNISH3eb71e9	ICMR 101049	ICMR 101049:5		
8TNISEcEiHyCy	ICMR 101049	ICMR 101049:6		
8TNISLKP7v8z8	ICMR 101140	ICMR 101140:1		
8TNISoPBfd80a	ICMR 101140	ICMR 101140:2		
8TNISmQJyrcs5	ICMR 101140	ICMR 101140:3		
8TNISK1sdPjZM	ICMR 101140	ICMR 101140:4		
8TNIScFjN3YIg	ICMR 101140	ICMR 101140:5		
8TNIS0HYFwOsy	ICMR 101140	ICMR 101140:6		
8TNISu7upkrlK	ICMR 101779	ICMR 101779:1		
8TNISzspSyZVn	ICMR 101779	ICMR 101779:2		
8TNIS9GB46yVw	ICMR 101779	ICMR 101779:3		
8TNISm42RSa6i	ICMR 101779	ICMR 101779:4		
8TNISxzNRMuvB	ICMR 101779	ICMR 101779:5		
8TNISRGBKxVUx	ICMR 101779	ICMR 101779:6		
8TNISFSSkGfwZ	ICMR 101742	ICMR 101742:1		
8TNISbIbtmBFi	ICMR 101742	ICMR 101742:2		
8TNISzLET7yBn	ICMR 101742	ICMR 101742:3		
8TNISc18P4roL	ICMR 101742	ICMR 101742:4		
8TNISwrTfyrfT	ICMR 101742	ICMR 101742:5		
8TNISsT2yUdGS	ICMR 101742	ICMR 101742:6		
8TNISXktxbnpj	ICMR 102337	ICMR 102337:1		
8TNISMeZhBp4h	ICMR 102337	ICMR 102337:2		
8TNISNN4uNarn	ICMR 102337	ICMR 102337:3		
8TNISZ2Wlweoq	ICMR 102337	ICMR 102337:4		
8TNISseLviJaL	ICMR 102337	ICMR 102337:5		
8TNISKSxtWwCY	ICMR 102337	ICMR 102337:6		
8TNISVGFEBG5t	ICMR 102354	ICMR 102354:1		
8TNISIcB6Kwhz	ICMR 102354	ICMR 102354:2		
8TNISQJ0hkcqO	ICMR 102354	ICMR 102354:3		
8TNIS3sb3HPZb	ICMR 102354	ICMR 102354:4		
8TNISjFoH2Ohq	ICMR 102354	ICMR 102354:5		
8TNIST8ocSSXb	ICMR 102354	ICMR 102354:6		
8TNISBcHQcBhe	ICMR 102549	ICMR 102549:1		
8TNISieNV80sq	ICMR 102549	ICMR 102549:2		
8TNISx2RJ5uAV	ICMR 102549	ICMR 102549:3		
8TNISjX9bkdUw	ICMR 102549	ICMR 102549:4		
8TNISmwwLQfoN	ICMR 102549	ICMR 102549:5		
8TNISHUiCqR3a	ICMR 102549	ICMR 102549:6		
8TNISHUByB3ca	ICMR 100499	ICMR 100499:1		
8TNISSx1z58ZY	ICMR 100499	ICMR 100499:2		
8TNISUzu8oyEp	ICMR 100499	ICMR 100499:3		
8TNISrir7NJyk	ICMR 100499	ICMR 100499:4		
8TNISxCgoriht	ICMR 100499	ICMR 100499:5		
8TNIS3aWAp3TI	ICMR 100499	ICMR 100499:6		
8TNISh4cfg2nP	ICMR 101699	ICMR 101699:1		
8TNISRZqAl5I1	ICMR 101699	ICMR 101699:2		
8TNIS4KLFPkJD	ICMR 101699	ICMR 101699:3		
8TNISgF9DKyVo	ICMR 101699	ICMR 101699:4		
8TNIS87RmpTKf	ICMR 101699	ICMR 101699:5		
8TNISXpRj6MnF	ICMR 101699	ICMR 101699:6		
8TNISgj81PSvE	ICMR 102389	ICMR 102389:1		
8TNIS4dvQs8Lg	ICMR 102389	ICMR 102389:2		
8TNISzTeLazsI	ICMR 102389	ICMR 102389:3		
8TNISgNmfnpMC	ICMR 102389	ICMR 102389:4		
8TNISfQYwDDMj	ICMR 102389	ICMR 102389:5		
8TNIScdYCgK45	ICMR 102389	ICMR 102389:6		
8TNISjygvUb1Z	ICMR 100505	ICMR 100505:1		
8TNISeCGIiyhF	ICMR 100505	ICMR 100505:2		
8TNISzpgmOLLH	ICMR 100505	ICMR 100505:3		
8TNISAQv8RTuL	ICMR 100505	ICMR 100505:4		
8TNISlsDEdM7P	ICMR 100505	ICMR 100505:5		
8TNISErNXhO3I	ICMR 100505	ICMR 100505:6		
8TNISiIvELauA	ICMR 102434	ICMR 102434:1		
8TNISvubj5BE9	ICMR 102434	ICMR 102434:2		
8TNIS9NdPIQ8m	ICMR 102434	ICMR 102434:3		
8TNISKoJ7Exxd	ICMR 102434	ICMR 102434:4		
8TNISBflK0wu4	ICMR 102434	ICMR 102434:5		
8TNISR5RA9o06	ICMR 102434	ICMR 102434:6		
8TNISmqlIzuwL	ICMR 100540	ICMR 100540:1		
8TNISKA4MID9e	ICMR 100540	ICMR 100540:2		
8TNISNzPrfYUY	ICMR 100540	ICMR 100540:3		
8TNISS0XvfAuP	ICMR 100540	ICMR 100540:4		
8TNIShzqVKVNP	ICMR 100540	ICMR 100540:5		
8TNISjXXBoOuy	ICMR 100540	ICMR 100540:6		
8TNISZXtp4kpG	ICMR 100509	ICMR 100509:1		
8TNISff13sNgW	ICMR 100509	ICMR 100509:2		
8TNISYmwOfx8Z	ICMR 100509	ICMR 100509:3		
8TNISK4j2QIAr	ICMR 100509	ICMR 100509:4		
8TNISrDh5PaW0	ICMR 100509	ICMR 100509:5		
8TNISbJK2kbLU	ICMR 100509	ICMR 100509:6		
8TNIS2twhx9Bp	ICMR 102004	ICMR 102004:1		
8TNISqRLjzHkd	ICMR 102004	ICMR 102004:2		
8TNIS7KRWlVdD	ICMR 102004	ICMR 102004:3		
8TNISfEBc9YML	ICMR 102004	ICMR 102004:4		
8TNIS2aERXuE7	ICMR 102004	ICMR 102004:5		
8TNISn7pdj1s0	ICMR 102004	ICMR 102004:6		
8TNISwguj2dTZ	ICMR 101087	ICMR 101087:1		
8TNISbvdz2PPL	ICMR 101087	ICMR 101087:2		
8TNISX1LbIgDH	ICMR 101087	ICMR 101087:3		
8TNIS9pvIYPRF	ICMR 101087	ICMR 101087:4		
