F_One_Name	Parent_A	Parent_A_Score	Parent_B	Parent_B_Score	Polymorphic	Call_Hetero	Call_ParentA	Call_ParentB	Call_Missing	Percentage_Het	Comment
ICCX 191098:23	ICCV 95334	100.0	ICC 8926	92.86	6	6	0	0	0	100.0	successfulF1
ICCX 191098:24	ICCV 95334	100.0	ICC 8926	92.86	6	6	0	0	0	100.0	successfulF1
ICCX 191098:25	ICCV 95334	100.0	ICC 8926	92.86	6	0	6	0	0	0.0	failedF1
ICCX 191098:26	ICCV 95334	100.0	ICC 8926	92.86	6	5	1	0	0	83.33	possibleF1
ICCX 191098:27	ICCV 95334	100.0	ICC 8926	92.86	6	0	6	0	0	0.0	failedF1
ICCX 191098:28	ICCV 95334	100.0	ICC 8926	92.86	6	0	6	0	0	0.0	failedF1
ICCX 191098:29	ICCV 95334	100.0	ICC 8926	92.86	6	6	0	0	0	100.0	successfulF1
ICCX 191098:30	ICCV 95334	100.0	ICC 8926	92.86	6	5	1	0	0	83.33	possibleF1
ICCX 191098:31	ICCV 95334	100.0	ICC 8926	92.86	6	6	0	0	0	100.0	successfulF1
ICCX 191098:32	ICCV 95334	100.0	ICC 8926	92.86	6	5	1	0	0	83.33	possibleF1
ICCX 191098:33	ICCV 95334	100.0	ICC 8926	92.86	6	0	5	0	1	0.0	failedF1
ICCX 191098:34	ICCV 95334	100.0	ICC 8926	92.86	6	6	0	0	0	100.0	successfulF1
ICCX 191098:35	ICCV 95334	100.0	ICC 8926	92.86	6	6	0	0	0	100.0	successfulF1
ICCX 191099:20	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:21	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:22	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:23	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:24	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:25	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:26	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:27	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:28	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:29	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:30	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:31	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:32	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:33	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:34	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:35	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:36	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:37	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191099:38	KRIPA	92.79	Jumbo	98.22	0	0	0	0	0	0.0	failedF1
ICCX 191103:21	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:22	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:23	ICC 14189	100.0	ICC 11142	100.0	3	0	3	0	0	0.0	failedF1
ICCX 191103:24	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:25	ICC 14189	100.0	ICC 11142	100.0	3	0	3	0	0	0.0	failedF1
ICCX 191103:26	ICC 14189	100.0	ICC 11142	100.0	3	0	3	0	0	0.0	failedF1
ICCX 191103:27	ICC 14189	100.0	ICC 11142	100.0	3	0	3	0	0	0.0	failedF1
ICCX 191103:28	ICC 14189	100.0	ICC 11142	100.0	3	0	3	0	0	0.0	failedF1
ICCX 191103:29	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:30	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:31	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:32	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:33	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:34	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:35	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:36	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:37	ICC 14189	100.0	ICC 11142	100.0	3	0	3	0	0	0.0	failedF1
ICCX 191103:38	ICC 14189	100.0	ICC 11142	100.0	3	0	3	0	0	0.0	failedF1
ICCX 191103:39	ICC 14189	100.0	ICC 11142	100.0	3	0	3	0	0	0.0	failedF1
ICCX 191103:40	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:41	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:42	ICC 14189	100.0	ICC 11142	100.0	3	0	3	0	0	0.0	failedF1
ICCX 191103:43	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:44	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:45	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:46	ICC 14189	100.0	ICC 11142	100.0	3	0	3	0	0	0.0	failedF1
ICCX 191103:47	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:48	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:49	ICC 14189	100.0	ICC 11142	100.0	3	0	3	0	0	0.0	failedF1
ICCX 191103:50	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:51	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:52	ICC 14189	100.0	ICC 11142	100.0	3	0	3	0	0	0.0	failedF1
ICCX 191103:53	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:54	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191103:55	ICC 14189	100.0	ICC 11142	100.0	3	3	0	0	0	100.0	successfulF1
ICCX 191104:21	ICCV 96030	100.0	ICCV 191123	100.0	6	5	0	0	1	83.33	possibleF1
ICCX 191104:22	ICCV 96030	100.0	ICCV 191123	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191104:23	ICCV 96030	100.0	ICCV 191123	100.0	6	0	6	0	0	0.0	failedF1
ICCX 191104:24	ICCV 96030	100.0	ICCV 191123	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191104:26	ICCV 96030	100.0	ICCV 191123	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191104:27	ICCV 96030	100.0	ICCV 191123	100.0	6	0	6	0	0	0.0	failedF1
ICCX 191104:28	ICCV 96030	100.0	ICCV 191123	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191104:29	ICCV 96030	100.0	ICCV 191123	100.0	6	0	6	0	0	0.0	failedF1
ICCX 191104:30	ICCV 96030	100.0	ICCV 191123	100.0	6	0	6	0	0	0.0	failedF1
ICCX 191104:31	ICCV 96030	100.0	ICCV 191123	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191104:32	ICCV 96030	100.0	ICCV 191123	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191104:33	ICCV 96030	100.0	ICCV 191123	100.0	6	0	6	0	0	0.0	failedF1
ICCX 191104:34	ICCV 96030	100.0	ICCV 191123	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191104:35	ICCV 96030	100.0	ICCV 191123	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191104:36	ICCV 96030	100.0	ICCV 191123	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191104:37	ICCV 96030	100.0	ICCV 191123	100.0	6	0	6	0	0	0.0	failedF1
ICCX 191104:38	ICCV 96030	100.0	ICCV 191123	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191104:39	ICCV 96030	100.0	ICCV 191123	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191104:40	ICCV 96030	100.0	ICCV 191123	100.0	6	0	6	0	0	0.0	failedF1
ICCX 191104:41	ICCV 96030	100.0	ICCV 191123	100.0	6	0	6	0	0	0.0	failedF1
ICCX 191104:42	ICCV 96030	100.0	ICCV 191123	100.0	6	0	6	0	0	0.0	failedF1
ICCX 191104:43	ICCV 96030	100.0	ICCV 191123	100.0	6	0	6	0	0	0.0	failedF1
ICCX 191104:44	ICCV 96030	100.0	ICCV 191123	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191104:45	ICCV 96030	100.0	ICCV 191123	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191104:46	ICCV 96030	100.0	ICCV 191123	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191104:47	ICCV 96030	100.0	ICCV 191123	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191104:48	ICCV 96030	100.0	ICCV 191123	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191104:49	ICCV 96030	100.0	ICCV 191123	100.0	6	6	0	0	0	100.0	successfulF1
ICCX 191105:21	ICCV 96030	100.0	ICCV 191127	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191105:22	ICCV 96030	100.0	ICCV 191127	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191105:23	ICCV 96030	100.0	ICCV 191127	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191105:24	ICCV 96030	100.0	ICCV 191127	100.0	7	0	7	0	0	0.0	failedF1
ICCX 191105:25	ICCV 96030	100.0	ICCV 191127	100.0	7	0	7	0	0	0.0	failedF1
ICCX 191105:26	ICCV 96030	100.0	ICCV 191127	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191105:27	ICCV 96030	100.0	ICCV 191127	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191105:28	ICCV 96030	100.0	ICCV 191127	100.0	7	0	7	0	0	0.0	failedF1
ICCX 191105:29	ICCV 96030	100.0	ICCV 191127	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191105:30	ICCV 96030	100.0	ICCV 191127	100.0	7	0	7	0	0	0.0	failedF1
ICCX 191105:31	ICCV 96030	100.0	ICCV 191127	100.0	7	5	2	0	0	71.43	possibleF1
ICCX 191105:32	ICCV 96030	100.0	ICCV 191127	100.0	7	4	3	0	0	57.14	failedF1
ICCX 191105:33	ICCV 96030	100.0	ICCV 191127	100.0	7	6	1	0	0	85.71	possibleF1
ICCX 191105:34	ICCV 96030	100.0	ICCV 191127	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191105:35	ICCV 96030	100.0	ICCV 191127	100.0	7	5	2	0	0	71.43	possibleF1
ICCX 191105:36	ICCV 96030	100.0	ICCV 191127	100.0	7	0	7	0	0	0.0	failedF1
ICCX 191105:37	ICCV 96030	100.0	ICCV 191127	100.0	7	0	4	3	0	0.0	failedF1
ICCX 191105:38	ICCV 96030	100.0	ICCV 191127	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191105:39	ICCV 96030	100.0	ICCV 191127	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191105:40	ICCV 96030	100.0	ICCV 191127	100.0	7	0	7	0	0	0.0	failedF1
ICCX 191105:41	ICCV 96030	100.0	ICCV 191127	100.0	7	7	0	0	0	100.0	successfulF1
ICCX 191105:42	ICCV 96030	100.0	ICCV 191127	100.0	7	5	2	0	0	71.43	possibleF1
ICCX 191105:43	ICCV 96030	100.0	ICCV 191127	100.0	7	5	2	0	0	71.43	possibleF1
